street,city,zip,state,beds,baths,sq_m,type,sale_date,price,latitude,longitude
7849 BONNY DOWNS WAY,Elk Grove,95758,CA,4,2,214.23,Residential,2008-05-16,204918,38.42139,-121.41133899999998
8716 LONGSPUR WAY,Antelope,95843,CA,3,2,137.4,Residential,2008-05-16,205000,38.724083,-121.3584
6320 EL DORADO ST,El Dorado,95623,CA,2,1,96.62,Residential,2008-05-16,205000,38.678758,-120.844118
2328 DOROTHY JUNE WAY,Sacramento,95838,CA,3,2,132.85,Residential,2008-05-16,205878,38.641727,-121.41270300000001
1986 DANVERS WAY,Sacramento,95832,CA,4,2,167.22,Residential,2008-05-16,207000,38.47723,-121.49256799999999
7901 GAZELLE TRAIL WAY,Antelope,95843,CA,4,2,181.44,Residential,2008-05-16,207744,38.71174,-121.342675
6080 BRIDGECROSS DR,Sacramento,95835,CA,3,2,104.05,Residential,2008-05-16,209000,38.681952,-121.50500900000002
20 GROTH CIR,Sacramento,95834,CA,3,2,114.46,Residential,2008-05-16,210000,38.640807,-121.53352199999999
1900 DANBROOK DR,Sacramento,95835,CA,1,1,91.42,Condo,2008-05-16,210944,38.668433,-121.50347099999999
140 VENTO CT,Roseville,95678,CA,3,2,0.0,Condo,2008-05-16,212500,38.793533000000004,-121.289685
8442 KEUSMAN ST,Elk Grove,95758,CA,4,2,216.37,Residential,2008-05-16,213750,38.449651,-121.414704
9552 SUNLIGHT LN,Elk Grove,95758,CA,3,2,125.51,Residential,2008-05-16,215000,38.410561,-121.404327
2733 YUMA CT,Cameron Park,95682,CA,2,2,0.0,Residential,2008-05-16,215000,38.691215,-120.994949
1407 TIFFANY CIR,Roseville,95661,CA,4,1,127.83,Residential,2008-05-16,215000,38.736391999999995,-121.2664
636 CRESTVIEW DR,Diamond Springs,95619,CA,3,2,120.77,Residential,2008-05-16,216033,38.688255,-120.810235
1528 HESKET WAY,Sacramento,95825,CA,4,2,145.48,Residential,2008-05-16,220000,38.593598,-121.40363700000002
2327 32ND ST,Sacramento,95817,CA,2,1,103.59,Residential,2008-05-16,220000,38.557433,-121.47034
1833 2ND AVE,Sacramento,95818,CA,2,1,95.88,Residential,2008-05-16,220000,38.556818,-121.490669
7252 CARRIAGE DR,Citrus Heights,95621,CA,4,2,131.83,Residential,2008-05-16,220000,38.698058,-121.29489299999999
9815 PASO FINO WAY,Elk Grove,95757,CA,3,2,117.15,Residential,2008-05-16,220000,38.404888,-121.443998
5532 ENGLE RD,Carmichael,95608,CA,2,2,152.08,Residential,2008-05-16,220702,38.63173,-121.33528600000001
1139 CLINTON RD,Sacramento,95825,CA,4,2,164.99,Multi-Family,2008-05-16,221250,38.585291,-121.406824
9176 SAGE GLEN WAY,Elk Grove,95758,CA,3,2,124.3,Residential,2008-05-16,222000,38.423913,-121.43911499999999
9967 HATHERTON WAY,Elk Grove,95757,CA,0,0,0.0,Residential,2008-05-16,222500,38.3052,-121.4033
9264 BOULDER RIVER WAY,Elk Grove,95624,CA,5,2,209.4,Residential,2008-05-16,222750,38.421713000000004,-121.34519099999999
320 GROTH CIR,Sacramento,95834,CA,3,2,133.87,Residential,2008-05-16,225000,38.638882,-121.53188300000001
137 GUNNISON AVE,Sacramento,95838,CA,4,2,184.97,Residential,2008-05-16,225000,38.650729,-121.46648300000001
8209 RIVALLO WAY,Sacramento,95829,CA,4,3,197.51,Residential,2008-05-16,228750,38.459524,-121.3501
8637 PERIWINKLE CIR,Elk Grove,95624,CA,3,2,101.64,Residential,2008-05-16,229000,38.443184,-121.36438799999999
3425 MEADOW WAY,Rocklin,95677,CA,3,2,135.82,Residential,2008-05-16,230095,38.798028,-121.23536399999999
107 JARVIS CIR,Sacramento,95834,CA,5,3,209.77,Residential,2008-05-16,232500,38.639891,-121.537603
2319 THORES ST,Rancho Cordova,95670,CA,3,2,99.78,Residential,2008-05-16,233000,38.59675,-121.312716
8935 MOUNTAIN HOME CT,Elk Grove,95624,CA,4,2,196.12,Residential,2008-05-16,233500,38.38751,-121.370276
2566 SERENATA WAY,Sacramento,95835,CA,3,2,156.63,Residential,2008-05-16,239000,38.671556,-121.52091599999999
4085 COUNTRY DR,Antelope,95843,CA,4,3,177.91,Residential,2008-05-16,240000,38.706209,-121.36950900000001
9297 TROUT WAY,Elk Grove,95624,CA,4,2,219.9,Residential,2008-05-16,240000,38.420637,-121.375798
7 ARCHIBALD CT,Sacramento,95823,CA,3,2,182.27,Residential,2008-05-16,240971,38.443305,-121.435296
11130 EEL RIVER CT,Rancho Cordova,95670,CA,2,2,130.62,Residential,2008-05-16,242000,38.625932,-121.27151699999999
8323 REDBANK WAY,Sacramento,95829,CA,3,2,166.2,Residential,2008-05-16,243450,38.455753,-121.349273
16 BRONCO CREEK CT,Sacramento,95835,CA,4,2,174.28,Residential,2008-05-16,243500,38.674226000000004,-121.525497
8316 NORTHAM DR,Antelope,95843,CA,3,2,114.73,Residential,2008-05-16,246544,38.720766999999995,-121.376678
4240 WINJE DR,Antelope,95843,CA,4,2,232.63,Residential,2008-05-16,246750,38.70884,-121.359559
3569 SODA WAY,Sacramento,95834,CA,0,0,0.0,Residential,2008-05-16,247000,38.631139000000005,-121.501879
5118 ROBANDER ST,Carmichael,95608,CA,3,2,155.7,Residential,2008-05-16,247000,38.657267,-121.31035200000001
5976 KYLENCH CT,Citrus Heights,95621,CA,3,2,127.0,Residential,2008-05-16,249000,38.708966,-121.32467
9247 DELAIR WAY,Elk Grove,95758,CA,4,3,176.42,Residential,2008-05-16,249000,38.422241,-121.458022
9054 DESCENDANT DR,Elk Grove,95758,CA,3,2,151.99,Residential,2008-05-16,250000,38.428852,-121.415628
3450 WHITNOR CT,Sacramento,95821,CA,3,2,169.83,Residential,2008-05-16,250000,38.627697999999995,-121.369698
6288 LONETREE BLVD,Rocklin,95765,CA,0,0,0.0,Residential,2008-05-16,250000,38.804992999999996,-121.293609
9355 MATADOR WAY,Sacramento,95826,CA,4,2,133.59,Residential,2008-05-16,252000,38.555633,-121.350691
8671 SUMMER SUN WAY,Elk Grove,95624,CA,3,2,134.8,Residential,2008-05-16,255000,38.442845,-121.373272
1890 GENEVA PL,Sacramento,95825,CA,3,1,141.21,Residential,2008-05-16,255000,38.599449,-121.400305
1813 AVENIDA MARTINA,Roseville,95747,CA,3,2,139.91,Residential,2008-05-16,255000,38.776649,-121.33958899999999
191 BARNHART CIR,Sacramento,95835,CA,4,2,242.01,Residential,2008-05-16,257200,38.675594,-121.515878
6221 GREEN TOP WAY,Orangevale,95662,CA,3,2,111.11,Residential,2008-05-16,260000,38.679409,-121.21910700000001
2298 PRIMROSE LN,Lincoln,95648,CA,3,2,150.59,Residential,2008-05-16,260000,38.89918,-121.32251399999998
5635 LOS PUEBLOS WAY,Sacramento,95835,CA,3,2,168.25,Residential,2008-05-16,263500,38.679190999999996,-121.537622
10165 LOFTON WAY,Elk Grove,95757,CA,3,2,143.07,Residential,2008-05-16,266510,38.387708,-121.436522
1251 GREEN RAVINE DR,Lincoln,95648,CA,4,2,0.0,Residential,2008-05-16,267750,38.88156,-121.30134299999999
6001 SHOO FLY RD,Placerville,95667,CA,0,0,0.0,Residential,2008-05-16,270000,38.813546,-120.80925400000001
3040 PARKHAM DR,Roseville,95747,CA,0,0,0.0,Residential,2008-05-16,271000,38.770835,-121.366996
2674 TAM O SHANTER DR,El Dorado Hills,95762,CA,4,2,0.0,Residential,2008-05-16,272700,38.695801,-121.07921599999999
6007 MARYBELLE LN,Shingle Springs,95682,CA,0,0,0.0,Unkown,2008-05-16,275000,38.64347,-120.88818300000001
9949 NESTLING CIR,Elk Grove,95757,CA,3,2,143.35,Residential,2008-05-16,275000,38.397455,-121.468391
2915 HOLDREGE WAY,Sacramento,95835,CA,5,3,231.7,Residential,2008-05-16,276000,38.663728000000006,-121.525833
2678 BRIARTON DR,Lincoln,95648,CA,3,2,153.29,Residential,2008-05-16,276500,38.844116,-121.27480600000001
294 SPARROW DR,Galt,95632,CA,4,3,205.69,Residential,2008-05-16,278000,38.258976000000004,-121.321266
2987 DIORITE WAY,Sacramento,95835,CA,5,3,211.82,Residential,2008-05-16,279000,38.667332,-121.528276
6326 APPIAN WAY,Carmichael,95608,CA,3,2,134.06,Residential,2008-05-16,280000,38.662659999999995,-121.31685800000001
6905 COBALT WAY,Citrus Heights,95621,CA,4,2,146.97,Residential,2008-05-16,280000,38.691393,-121.30521499999999
8986 HAFLINGER WAY,Elk Grove,95757,CA,3,2,172.52,Residential,2008-05-16,285000,38.397923,-121.45021899999999
2916 BABSON DR,Elk Grove,95758,CA,3,2,161.19,Residential,2008-05-16,288000,38.417190999999995,-121.473897
10133 NEBBIOLO CT,Elk Grove,95624,CA,4,3,194.72,Residential,2008-05-16,289000,38.391085,-121.34723100000001
1103 COMMONS DR,Sacramento,95825,CA,3,2,159.79,Residential,2008-05-16,290000,38.567865000000005,-121.410699
4636 TEAL BAY CT,Antelope,95843,CA,4,2,200.67,Residential,2008-05-16,290000,38.704553999999995,-121.354753
1524 YOUNGS AVE,Sacramento,95838,CA,4,2,128.39,Residential,2008-05-16,293996,38.644927,-121.43054
865 CONRAD CT,Placerville,95667,CA,3,2,0.0,Residential,2008-05-16,294000,38.729993,-120.802458
8463 TERRACOTTA CT,Elk Grove,95624,CA,4,2,159.88,Residential,2008-05-16,294173,38.450548,-121.36300200000001
5747 KING RD,Loomis,95650,CA,4,2,123.37,Residential,2008-05-16,295000,38.825096,-121.19843200000001
8253 KEEGAN WAY,Elk Grove,95624,CA,0,0,0.0,Residential,2008-05-16,298000,38.446286,-121.40081699999999
9204 TROUT WAY,Elk Grove,95624,CA,4,2,184.13,Residential,2008-05-16,298000,38.422221,-121.375799
1828 2ND AVE,Sacramento,95818,CA,2,1,106.28,Residential,2008-05-16,299000,38.556844,-121.490769
1113 COMMONS DR,Sacramento,95825,CA,2,2,150.78,Residential,2008-05-16,300000,38.567795000000004,-121.410703
2341 BIG STRIKE TRL,Cool,95614,CA,3,2,135.36,Residential,2008-05-16,300000,38.905927,-120.975169
9452 RED SPRUCE WAY,Elk Grove,95624,CA,6,3,237.37,Residential,2008-05-16,300000,38.404505,-121.346938
5776 TERRACE DR,Rocklin,95765,CA,3,2,146.51,Residential,2008-05-16,300567,38.800539,-121.260979
5908 MCLEAN DR,Elk Grove,95757,CA,5,3,240.8,Residential,2008-05-16,303000,38.38912,-121.434389
8215 PEREGRINE WAY,Citrus Heights,95610,CA,3,2,130.16,Residential,2008-05-16,305000,38.715493,-121.26293000000001
1104 HILLSDALE LN,Lincoln,95648,CA,4,2,0.0,Residential,2008-05-16,306000,38.865017,-121.32302
2949 PANAMA AVE,Carmichael,95608,CA,3,2,139.54,Residential,2008-05-16,310000,38.618369,-121.326187
1356 HARTLEY WAY,Folsom,95630,CA,3,2,123.28,Residential,2008-05-16,310000,38.651617,-121.131674
633 HANISCH DR,Roseville,95678,CA,4,3,167.22,Residential,2008-05-16,310000,38.763490000000004,-121.27588100000001
63 ANGEL ISLAND CIR,Sacramento,95831,CA,4,2,201.51,Residential,2008-05-16,311518,38.490408,-121.54766399999998
1571 WILD OAK LN,Lincoln,95648,CA,5,3,228.26,Residential,2008-05-16,312000,38.844144,-121.274174
5222 COPPER SUNSET WAY,Rancho Cordova,95742,CA,0,0,0.0,Residential,2008-05-16,313000,38.529181,-121.224755
5601 SPINDRIFT LN,Orangevale,95662,CA,4,2,186.18,Residential,2008-05-16,315000,38.668289,-121.19231599999999
652 FIFTEEN MILE DR,Roseville,95678,CA,4,3,205.5,Residential,2008-05-16,315000,38.775872,-121.298864
7921 DOE TRAIL WAY,Antelope,95843,CA,5,3,291.16,Residential,2008-05-16,315000,38.711927,-121.343608
4204 LUSK DR,Sacramento,95864,CA,3,2,126.35,Residential,2008-05-16,315000,38.606569,-121.368424
5321 DELTA DR,Rocklin,95765,CA,4,2,0.0,Residential,2008-05-16,315000,38.815493,-121.26290800000001
5608 ROSEDALE WAY,Sacramento,95822,CA,3,2,118.54,Residential,2008-05-16,320000,38.525115,-121.518689
3372 BERETANIA WAY,Sacramento,95834,CA,4,3,275.18,Residential,2008-05-16,322000,38.649770000000004,-121.53448
2422 STEFANIE DR,Rocklin,95765,CA,4,2,175.4,Residential,2008-05-16,325000,38.82273,-121.26423999999999
3232 PARKHAM DR,Roseville,95747,CA,0,0,0.0,Residential,2008-05-16,325500,38.772821,-121.36482099999999
448 ELMWOOD CT,Roseville,95678,CA,3,2,0.0,Residential,2008-05-16,326951,38.771916999999995,-121.30443899999999
1214 DAWNWOOD DR,Galt,95632,CA,3,2,143.81,Residential,2008-05-16,328370,38.290119,-121.286023
1440 EMERALD LN,Lincoln,95648,CA,2,2,0.0,Residential,2008-05-16,330000,38.861864000000004,-121.267478
3349 CORVINA DR,Rancho Cordova,95670,CA,4,3,195.93,Residential,2008-05-16,330000,38.580545,-121.279016
10254 JULIANA WAY,Sacramento,95827,CA,4,2,230.77,Residential,2008-05-16,331200,38.56803,-121.30996599999999
149 OPUS CIR,Sacramento,95834,CA,4,3,209.77,Residential,2008-05-16,332000,38.6354,-121.53499
580 REGENCY PARK CIR,Sacramento,95835,CA,3,3,205.5,Residential,2008-05-16,334000,38.674864,-121.4958
5544 CAMAS CT,Orangevale,95662,CA,3,2,150.13,Residential,2008-05-16,335000,38.667703,-121.209456
5102 ARCHCREST WAY,Sacramento,95835,CA,4,2,220.36,Residential,2008-05-16,341000,38.668409999999994,-121.49463899999999
5725 BALFOR RD,Rocklin,95765,CA,5,3,242.1,Residential,2008-05-16,346375,38.807815999999995,-121.270008
7697 ROSEHALL DR,Roseville,95678,CA,5,3,0.0,Residential,2008-05-16,347225,38.79218,-121.28595
4821 HUTSON WAY,Elk Grove,95757,CA,5,3,267.28,Residential,2008-05-16,349000,38.386239,-121.448159
4509 WINJE DR,Antelope,95843,CA,3,2,274.99,Residential,2008-05-16,350000,38.709513,-121.359357
1965 LAURELHURST LN,Lincoln,95648,CA,2,2,0.0,Residential,2008-05-16,350000,38.853869,-121.27174199999999
6709 ROSE BRIDGE DR,Roseville,95678,CA,3,2,201.78,Residential,2008-05-16,350000,38.792460999999996,-121.27571100000002
281 SPYGLASS HL,Roseville,95678,CA,3,2,195.09,Condo,2008-05-16,350000,38.762153000000005,-121.283451
7709 RIVER VILLAGE DR,Sacramento,95831,CA,3,2,166.76,Residential,2008-05-16,351000,38.483212,-121.54019
4165 BRISBANE CIR,El Dorado Hills,95762,CA,3,2,0.0,Residential,2008-05-16,356200,38.686067,-121.07341299999999
506 BEDFORD CT,Roseville,95661,CA,4,2,213.21,Residential,2008-05-16,360000,38.733985,-121.23676599999999
9048 PINTO CANYON WAY,Roseville,95747,CA,4,3,239.41,Residential,2008-05-16,367463,38.792493,-121.33189899999999
2274 IVY BRIDGE DR,Roseville,95747,CA,0,0,0.0,Residential,2008-05-16,375000,38.778560999999996,-121.362008
14004 WALNUT AVE,Walnut Grove,95690,CA,3,1,160.44,Residential,2008-05-16,380000,38.247659000000006,-121.515129
6905 FRANKFORT CT,Elk Grove,95758,CA,3,2,137.96,Residential,2008-05-16,380578,38.429139,-121.42344399999999
3621 WINTUN DR,Carmichael,95608,CA,3,2,153.75,Residential,2008-05-16,386222,38.629929,-121.323086
201 KIRKLAND CT,Lincoln,95648,CA,0,0,0.0,Residential,2008-05-16,389000,38.867125,-121.31908500000002
12075 APPLESBURY CT,Rancho Cordova,95742,CA,0,0,0.0,Residential,2008-05-16,390000,38.5357,-121.2249
1975 SIDESADDLE WAY,Roseville,95661,CA,3,2,190.36,Residential,2008-05-16,395500,38.737871999999996,-121.249025
5420 ALMOND FALLS WAY,Rancho Cordova,95742,CA,0,0,0.0,Residential,2008-05-16,396000,38.527384000000005,-121.233531
9677 PILLITERI CT,Elk Grove,95757,CA,5,3,267.09,Residential,2008-05-16,397000,38.405571,-121.445186
1515 EL CAMINO VERDE DR,Lincoln,95648,CA,0,0,0.0,Residential,2008-05-16,400000,38.904869,-121.32075
556 PLATT CIR,El Dorado Hills,95762,CA,4,2,204.29,Residential,2008-05-16,400000,38.656299,-121.079783
1792 DIAMOND WOODS CIR,Roseville,95747,CA,4,3,0.0,Residential,2008-05-16,412500,38.808581,-121.32785
1124 PERKINS WAY,Sacramento,95818,CA,2,1,121.14,Residential,2008-05-16,413500,38.551611,-121.50443700000001
4748 SALEM WAY,Carmichael,95608,CA,3,2,216.83,Residential,2008-05-16,415000,38.634111,-121.353376
1484 RADCLIFFE WAY,Auburn,95603,CA,4,3,211.63,Residential,2008-05-16,420454,38.935579,-121.07901799999999
51 AIKEN WAY,Sacramento,95819,CA,3,1,138.7,Residential,2008-05-16,425000,38.579326,-121.44252
2818 KNOLLWOOD DR,Cameron Park,95682,CA,3,2,0.0,Residential,2008-05-16,425000,38.669805,-120.999007
1536 STONEY CROSS LN,Lincoln,95648,CA,0,0,0.0,Residential,2008-05-16,433500,38.860007,-121.310946
509 CASTILLIAN CT,Roseville,95747,CA,5,3,0.0,Residential,2008-05-16,438000,38.804773,-121.341195
700 HUNTER PL,Folsom,95630,CA,5,3,258.92,Residential,2008-05-16,441000,38.660509999999995,-121.16368899999999
1240 FAY CIR,Sacramento,95831,CA,5,3,262.36,Residential,2008-05-16,445000,38.506371,-121.51445600000001
1113 SANDWICK WAY,Folsom,95630,CA,4,3,302.95,Residential,2008-05-16,446000,38.673882,-121.10507700000001
3108 DELWOOD WAY,Sacramento,95821,CA,4,2,190.73,Residential,2008-05-16,450000,38.621565999999994,-121.37088200000001
3212 CORNICHE LN,Roseville,95661,CA,4,3,221.01,Residential,2008-05-16,455000,38.750577,-121.232768
2159 BECKETT DR,El Dorado Hills,95762,CA,3,2,0.0,Residential,2008-05-16,460000,38.680092,-121.03646699999999
4320 FOUR SEASONS RD,Placerville,95667,CA,3,2,0.0,Residential,2008-05-16,475000,38.690867,-120.69364099999999
6401 MARSHALL RD,Garden Valley,95633,CA,3,2,0.0,Residential,2008-05-16,490000,38.84255,-120.8754
2089 BECKETT DR,El Dorado Hills,95762,CA,4,2,0.0,Residential,2008-05-16,493000,38.681778,-121.03583799999998
6196 EDGEHILL DR,El Dorado Hills,95762,CA,5,4,0.0,Residential,2008-05-16,508000,38.676131,-121.038931
200 HILLSFORD CT,Roseville,95747,CA,0,0,0.0,Residential,2008-05-16,511000,38.780051,-121.37871799999999
8217 PLUMERIA AVE,Fair Oaks,95628,CA,3,2,294.78,Residential,2008-05-16,525000,38.650735,-121.258628
4841 VILLAGE GREEN DR,El Dorado Hills,95762,CA,4,3,0.0,Residential,2008-05-16,533000,38.664066,-121.056735
3863 LAS PASAS WAY,Sacramento,95864,CA,3,1,125.23,Residential,2008-05-16,545000,38.588936,-121.37360600000001
820 DANA CT,Auburn,95603,CA,4,3,0.0,Residential,2008-05-16,560000,38.865246,-121.09486899999999
1165 37TH ST,Sacramento,95816,CA,2,1,116.31,Residential,2008-05-16,575000,38.568438,-121.457854
203 CASCADE FALLS DR,Folsom,95630,CA,4,3,299.98,Residential,2008-05-16,575000,38.703962,-121.1871
9880 IZILDA CT,Sacramento,95829,CA,5,4,358.88,Residential,2008-05-16,598695,38.45326,-121.32573000000001
1800 AVONDALE DR,Roseville,95747,CA,5,3,0.0,Residential,2008-05-16,600000,38.798448,-121.344054
4620 BROMWICH CT,Rocklin,95677,CA,4,3,0.0,Residential,2008-05-16,600000,38.772672,-121.22023200000001
620 KESWICK CT,Granite Bay,95746,CA,4,3,218.88,Residential,2008-05-16,600000,38.732096000000006,-121.21914199999999
4478 GREENBRAE RD,Rocklin,95677,CA,0,0,0.0,Residential,2008-05-16,600000,38.781134,-121.222801
8432 BRIGGS DR,Roseville,95747,CA,5,3,332.5,Residential,2008-05-16,610000,38.78861,-121.339495
200 CRADLE MOUNTAIN CT,El Dorado Hills,95762,CA,0,0,0.0,Residential,2008-05-16,622500,38.6478,-121.0309
2065 IMPRESSIONIST WAY,El Dorado Hills,95762,CA,0,0,0.0,Residential,2008-05-16,680000,38.682961,-121.033253
2982 ABERDEEN LN,El Dorado Hills,95762,CA,4,3,0.0,Residential,2008-05-16,879000,38.706692,-121.058869
9401 BARREL RACER CT,Wilton,95693,CA,4,3,408.77,Residential,2008-05-16,884790,38.415298,-121.19485800000001
3720 VISTA DE MADERA,Lincoln,95648,CA,3,3,0.0,Residential,2008-05-16,1551,38.851645,-121.231742
14151 INDIO DR,Sloughhouse,95683,CA,3,4,540.88,Residential,2008-05-16,2000,38.490446999999996,-121.129337
7401 TOULON LN,Sacramento,95828,CA,4,2,140.47,Residential,2008-05-15,56950,38.488628000000006,-121.387759
9127 NEWHALL DR Unit 34,Sacramento,95826,CA,1,1,56.76,Condo,2008-05-15,60000,38.542419,-121.359904
5937 BAMFORD DR,Sacramento,95823,CA,2,1,81.38,Residential,2008-05-15,61000,38.471139,-121.432255
5672 HILLSDALE BLVD,Sacramento,95842,CA,2,1,86.68,Condo,2008-05-15,62000,38.670466999999995,-121.359799
3920 39TH ST,Sacramento,95820,CA,2,1,80.27,Residential,2008-05-15,68566,38.539213000000004,-121.46393
701 JESSIE AVE,Sacramento,95838,CA,2,1,93.92,Residential,2008-05-15,70000,38.643978000000004,-121.44956200000001
83 ARCADE BLVD,Sacramento,95815,CA,4,2,107.58,Residential,2008-05-15,80000,38.618716,-121.466327
601 REGGINALD WAY,Sacramento,95838,CA,3,2,101.45,Residential,2008-05-15,85500,38.64472,-121.452228
550 DEL VERDE CIR,Sacramento,95833,CA,2,1,88.81,Condo,2008-05-15,92000,38.627146999999994,-121.500799
4113 DAYSTAR CT,Sacramento,95824,CA,2,2,105.82,Residential,2008-05-15,93600,38.520469,-121.458606
7374 TISDALE WAY,Sacramento,95822,CA,3,1,98.29,Residential,2008-05-15,95000,38.488238,-121.47256100000001
3348 RIO LINDA BLVD,Sacramento,95838,CA,3,2,96.62,Residential,2008-05-15,97750,38.628842,-121.446127
3935 LIMESTONE WAY,Sacramento,95823,CA,3,2,125.79,Residential,2008-05-15,104000,38.484374,-121.46315700000001
6208 GRATTAN WAY,North Highlands,95660,CA,3,1,97.64,Residential,2008-05-15,105000,38.679279,-121.37661499999999
739 E WOODSIDE LN Unit E,Sacramento,95825,CA,1,1,63.36,Condo,2008-05-15,107666,38.578675,-121.409951
4225 46TH AVE,Sacramento,95824,CA,3,1,107.86,Residential,2008-05-15,109000,38.511893,-121.457676
1434 BELL AVE,Sacramento,95838,CA,3,1,93.27,Residential,2008-05-15,110000,38.647397999999995,-121.432914
5628 GEORGIA DR,North Highlands,95660,CA,3,1,114.18,Residential,2008-05-15,110000,38.669587,-121.379879
7629 BETH ST,Sacramento,95832,CA,3,2,116.03,Residential,2008-05-15,112500,38.480126,-121.48786899999999
2277 BABETTE WAY,Sacramento,95832,CA,3,2,107.86,Residential,2008-05-15,114800,38.479593,-121.48433999999999
6561 WEATHERFORD WAY,Sacramento,95823,CA,3,1,93.83,Residential,2008-05-15,116000,38.465551,-121.42661000000001
3035 ESTEPA DR Unit 5C,Cameron Park,95682,CA,0,0,0.0,Condo,2008-05-15,119000,38.681393,-120.99671299999999
5136 CABOT CIR,Sacramento,95820,CA,4,2,135.82,Residential,2008-05-15,121500,38.528479,-121.411806
7730 ROBINETTE RD,Sacramento,95828,CA,3,2,117.89,Residential,2008-05-15,122000,38.477090000000004,-121.410569
87 LACAM CIR,Sacramento,95820,CA,2,2,110.37,Residential,2008-05-15,123675,38.532359,-121.41167
1691 NOGALES ST,Sacramento,95838,CA,4,2,145.86,Residential,2008-05-15,126854,38.631925,-121.427775
3118 42ND ST,Sacramento,95817,CA,3,2,101.54,Residential,2008-05-15,127059,38.546091,-121.45774499999999
7517 50TH AVE,Sacramento,95828,CA,3,1,89.37,Residential,2008-05-15,128687,38.507339,-121.41626699999999
4071 EVALITA WAY,Sacramento,95823,CA,3,2,101.17,Residential,2008-05-15,129500,38.466388,-121.45886100000001
7928 36TH AVE,Sacramento,95824,CA,3,2,104.7,Residential,2008-05-15,130000,38.52049,-121.411383
6631 DEMARET DR,Sacramento,95822,CA,4,2,121.61,Residential,2008-05-15,131750,38.506382,-121.483574
7043 9TH AVE,Rio Linda,95673,CA,2,1,90.12,Residential,2008-05-15,132000,38.695589,-121.44413300000001
97 KENNELFORD CIR,Sacramento,95823,CA,3,2,106.28,Residential,2008-05-15,134000,38.462376,-121.426556
2636 TRONERO WAY,Rancho Cordova,95670,CA,3,1,92.9,Residential,2008-05-15,134000,38.593049,-121.30304
1530 TOPANGA LN Unit 204,Lincoln,95648,CA,0,0,0.0,Condo,2008-05-15,138000,38.88415,-121.27027700000001
3604 KODIAK WAY,Antelope,95843,CA,3,2,112.04,Residential,2008-05-15,142000,38.706175,-121.379776
2149 COTTAGE WAY,Sacramento,95825,CA,3,1,119.38,Residential,2008-05-15,143012,38.603593,-121.41701100000002
8632 PRAIRIEWOODS DR,Sacramento,95828,CA,3,2,143.35,Residential,2008-05-15,145846,38.477563,-121.384382
612 STONE BLVD,West Sacramento,95691,CA,2,1,82.13,Residential,2008-05-15,147000,38.563084,-121.535579
4180 12TH AVE,Sacramento,95817,CA,3,1,94.67,Residential,2008-05-15,148750,38.54117,-121.458129
8025 ARROYO VISTA DR,Sacramento,95823,CA,4,2,129.32,Residential,2008-05-15,150000,38.46654,-121.41902900000001
5754 WALERGA RD Unit 4,Sacramento,95842,CA,2,1,85.84,Condo,2008-05-15,150454,38.672567,-121.35675400000001
8 LA ROCAS CT,Sacramento,95823,CA,3,2,113.06,Residential,2008-05-15,151087,38.466159999999995,-121.448283
8636 LONGSPUR WAY,Antelope,95843,CA,3,2,155.15,Residential,2008-05-15,157296,38.725873,-121.35856000000001
1941 EXPEDITION WAY,Sacramento,95832,CA,3,2,120.96,Residential,2008-05-15,157500,38.473775,-121.49377700000001
4351 TURNBRIDGE DR,Sacramento,95823,CA,3,2,138.24,Residential,2008-05-15,160000,38.502034,-121.456027
6513 HOLIDAY WAY,North Highlands,95660,CA,3,2,127.55,Residential,2008-05-15,160000,38.685361,-121.376938
8321 MISTLETOE WAY,Citrus Heights,95621,CA,4,2,128.3,Residential,2008-05-15,161250,38.717738,-121.308322
5920 VALLEY GLEN WAY,Sacramento,95823,CA,3,2,117.52,Residential,2008-05-15,164000,38.462821000000005,-121.43313500000001
2601 SAN FERNANDO WAY,Sacramento,95818,CA,2,1,81.85,Residential,2008-05-15,165000,38.556178,-121.476256
501 POPLAR AVE,West Sacramento,95691,CA,0,0,0.0,Residential,2008-05-15,165000,38.584526000000004,-121.534609
8008 SAINT HELENA CT,Sacramento,95829,CA,4,2,149.39,Residential,2008-05-15,165750,38.467012,-121.35996899999999
6517 DONEGAL DR,Citrus Heights,95621,CA,3,1,124.86,Residential,2008-05-15,166000,38.681554,-121.31293400000001
1001 RIO NORTE WAY,Sacramento,95834,CA,3,2,111.67,Residential,2008-05-15,169000,38.634291999999995,-121.485106
604 P ST,Lincoln,95648,CA,3,2,102.56,Residential,2008-05-15,170000,38.893168,-121.305398
10001 WOODCREEK OAKS BLVD Unit 815,Roseville,95747,CA,2,2,0.0,Condo,2008-05-15,170000,38.795528999999995,-121.328819
7351 GIGI PL,Sacramento,95828,CA,4,2,172.71,Multi-Family,2008-05-15,170000,38.490606,-121.410173
7740 DIXIE LOU ST,Sacramento,95832,CA,3,2,114.46,Residential,2008-05-15,170000,38.475853,-121.47703899999999
7342 DAVE ST,Sacramento,95828,CA,3,1,152.17,Residential,2008-05-15,170725,38.490821999999994,-121.40164299999999
7687 HOWERTON DR,Sacramento,95831,CA,2,2,109.35,Residential,2008-05-15,171750,38.480859,-121.539745
26 KAMSON CT,Sacramento,95833,CA,3,2,146.97,Residential,2008-05-15,172000,38.622794,-121.499173
7045 PEEVEY CT,Sacramento,95823,CA,2,2,83.98,Residential,2008-05-15,173056,38.502254,-121.451444
